Valor_otimo
1678.0
Total_de_maquinas
1
Total_de_tarefas
30
Matriz_dos_custos_de_processamento_e_de_setup
42	16	21	21	21	15	14	13	12	20	13	22	16	20	23	16	22	23	14	12	15	23	20	14	12	17	16	24	19	15	15
25	24	13	23	17	12	19	24	18	20	14	18	20	22	13	19	17	12	17	23	22	19	21	12	23	16	14	13	16	12	12
45	18	20	20	17	15	22	21	21	20	18	12	22	17	17	17	21	16	12	16	14	19	18	23	18	21	18	22	15	12	17
47	22	13	18	17	21	23	18	17	21	13	20	20	21	18	19	17	21	19	18	17	22	15	23	17	12	21	12	12	14	20
35	16	15	17	14	21	19	14	14	22	23	15	20	22	16	16	19	18	16	20	21	21	12	18	23	19	24	24	23	17	24
62	24	22	18	16	12	13	15	20	20	19	22	14	22	24	18	19	13	23	22	21	18	14	15	14	15	14	22	14	18	16
34	16	15	18	23	23	13	24	23	21	19	16	18	14	13	17	12	18	16	19	16	24	23	24	22	12	12	13	24	24	16
21	13	18	20	18	24	14	14	12	16	16	15	12	13	12	12	22	13	12	20	23	23	16	15	17	23	12	24	22	16	23
37	19	22	24	15	13	14	15	24	24	16	21	14	17	20	23	12	12	18	17	13	22	17	16	23	24	20	20	20	20	14
63	13	19	13	14	16	24	20	13	15	16	22	17	20	23	16	14	15	19	16	14	20	12	19	13	18	13	22	20	13	15
31	16	24	16	24	13	24	16	13	16	13	16	23	17	18	13	12	19	13	20	13	18	15	13	24	24	19	15	21	16	21
42	23	18	21	12	19	20	22	17	21	18	18	21	12	24	14	13	19	18	19	20	12	16	12	19	24	22	24	18	14	17
33	12	16	23	21	20	23	14	14	13	16	22	18	15	18	12	24	23	16	18	22	24	14	24	23	15	15	17	20	23	23
23	17	16	12	24	17	22	23	24	21	22	22	19	15	12	17	17	24	23	13	24	14	13	22	20	17	13	19	12	19	12
22	15	17	13	18	21	16	15	18	22	16	16	18	20	14	12	24	15	16	21	12	16	20	18	19	24	17	21	16	12	16
57	13	14	23	17	20	12	20	18	17	24	17	16	13	15	13	21	20	14	21	24	23	19	17	21	17	18	23	20	13	14
23	18	14	20	22	21	19	14	13	19	18	19	18	16	13	24	13	14	24	17	22	16	16	23	19	21	14	24	17	18	15
44	17	19	16	24	17	20	21	19	17	13	16	19	13	22	23	19	16	23	16	14	23	17	15	18	21	15	12	19	17	21
67	21	14	24	15	24	12	20	20	15	23	14	23	15	14	20	21	16	19	12	21	14	18	21	21	17	15	15	14	16	17
48	14	21	18	19	21	14	22	19	22	24	17	23	16	20	20	20	15	17	23	20	12	17	23	22	20	16	17	16	16	24
58	20	12	19	20	12	18	22	21	17	16	14	17	23	22	13	14	18	18	20	14	13	24	16	15	12	24	16	12	14	16
49	15	22	17	14	20	12	18	16	13	15	17	24	12	17	17	24	12	18	18	18	13	14	15	20	14	15	24	18	15	15
68	21	14	17	13	19	14	24	15	18	18	17	23	19	22	15	16	24	15	16	15	18	12	21	18	19	13	24	14	22	14
60	19	12	20	12	12	17	19	15	22	21	13	19	23	13	17	17	19	17	22	12	20	18	12	15	15	15	24	23	16	17
41	23	18	22	13	22	15	22	18	12	15	24	18	14	14	22	19	19	24	16	19	23	24	16	16	18	24	14	20	23	21
29	16	21	20	16	12	24	16	21	17	23	22	18	20	16	23	18	14	20	23	24	17	12	15	16	16	18	14	16	22	23
60	22	17	22	18	20	23	15	13	22	17	24	18	12	13	15	18	14	12	14	15	23	19	18	21	13	13	24	21	16	15
46	21	21	20	14	19	20	15	14	23	21	12	23	24	20	15	18	16	13	23	19	18	16	18	14	21	19	18	17	20	18
59	13	22	12	12	20	24	17	23	20	17	13	19	17	15	24	24	24	23	15	15	15	15	21	12	19	22	16	18	24	23
46	24	15	22	19	18	24	20	13	14	19	24	24	23	16	18	22	23	20	15	20	24	21	13	17	14	22	15	18	12	16
