Valor_otimo
878.0
Total_de_maquinas
2
Total_de_tarefas
30
Matriz_dos_custos_de_processamento_e_de_setup
70	15	16	17	23	22	14	14	15	13	23	19	23	13	23	18	15	12	21	18	17	13	24	22	15	12	20	23	21	17	24
31	24	19	23	23	20	22	13	12	24	22	24	17	24	13	18	16	13	14	13	21	17	18	15	17	21	19	24	12	21	23
32	22	21	18	15	19	24	17	15	16	22	13	18	13	16	21	19	21	18	21	17	23	15	17	13	15	12	14	12	22	16
70	20	13	12	22	18	12	16	13	20	18	23	22	19	20	23	24	15	22	14	19	22	20	18	22	24	14	18	24	22	24
39	16	24	14	18	12	23	22	16	20	23	23	21	14	16	16	16	21	16	15	24	12	15	12	12	17	22	14	16	23	19
69	18	12	18	15	17	23	16	20	18	18	20	23	24	16	18	14	17	19	22	15	17	24	19	23	13	20	16	16	15	17
47	12	24	16	17	18	19	23	23	15	14	21	17	24	19	16	15	19	14	19	23	14	17	17	19	13	13	13	22	16	17
37	21	12	17	21	18	22	12	18	14	22	20	12	24	18	22	23	21	13	23	13	24	22	23	18	20	17	13	24	16	13
36	14	16	15	19	15	23	13	23	22	17	12	16	15	13	18	13	22	21	22	22	18	24	19	17	23	17	12	22	22	14
60	20	17	22	20	15	22	17	15	20	24	23	17	17	13	22	14	14	13	19	22	24	24	12	12	22	14	18	21	22	18
39	13	15	18	15	19	23	18	13	15	13	24	22	13	24	21	20	17	13	16	16	18	23	15	15	12	24	22	19	22	12
59	17	20	14	20	23	18	13	13	23	16	18	17	15	23	22	22	17	19	23	12	14	15	18	20	13	18	18	14	21	12
65	19	16	21	12	14	13	23	22	21	22	20	12	18	18	23	22	21	22	15	23	15	15	14	23	12	13	20	13	21	17
25	14	21	16	21	20	24	20	18	13	15	12	18	23	17	18	20	19	20	15	15	12	12	16	20	22	22	14	21	17	24
24	12	22	23	12	19	15	23	22	24	22	20	15	24	20	23	12	17	16	22	17	20	21	22	15	13	12	15	15	16	24
38	24	14	19	19	14	24	17	15	17	24	19	13	15	16	21	12	16	22	17	15	20	20	13	17	15	16	13	17	18	14
42	23	16	22	22	14	15	21	23	17	16	24	18	19	16	17	24	15	14	16	21	22	24	14	13	14	17	20	20	16	19
58	18	17	15	16	24	20	24	14	20	22	18	21	12	16	19	19	16	18	23	22	23	23	18	19	19	16	21	12	18	12
54	21	20	16	12	12	23	13	19	18	20	23	14	19	18	17	18	22	17	18	22	24	17	13	13	17	21	17	20	17	16
46	12	21	13	20	12	21	20	23	20	16	23	22	16	12	21	14	19	20	17	22	24	18	16	23	22	16	12	13	16	14
42	14	22	17	15	24	15	19	17	22	13	20	22	18	24	17	13	15	12	23	21	15	21	21	13	21	17	14	19	21	17
66	14	16	22	16	18	17	21	13	22	15	14	15	23	15	20	22	15	17	20	20	22	18	17	21	13	23	23	21	14	13
29	23	24	24	16	13	23	13	17	15	20	22	12	20	16	23	18	21	16	21	14	13	24	21	15	17	13	24	15	23	21
57	17	19	24	20	18	17	20	19	19	12	19	15	14	17	21	16	23	19	15	24	17	19	21	18	17	23	23	22	15	19
26	16	15	21	13	24	14	18	19	23	23	24	22	20	19	24	20	21	24	22	14	23	13	23	15	20	16	18	15	19	15
45	16	19	16	20	21	18	13	23	19	14	21	15	13	19	12	12	16	20	13	21	20	12	16	20	14	21	23	19	19	19
56	20	17	16	24	17	18	22	12	21	24	14	21	16	21	12	23	21	22	16	14	18	17	20	20	19	21	23	13	22	17
44	23	19	20	19	14	13	17	21	12	15	14	12	24	18	21	17	24	13	19	17	22	16	15	21	20	15	24	24	23	16
35	21	23	22	13	22	20	22	16	16	18	22	13	22	22	24	22	16	13	20	18	19	23	19	13	16	22	15	17	21	13
49	22	14	19	23	19	21	20	19	15	16	13	15	16	15	23	15	22	19	24	19	17	23	22	16	14	19	14	23	14	24
