Valor_otimo
797.0
Total_de_maquinas
2
Total_de_tarefas
30
Matriz_dos_custos_de_processamento_e_de_setup
48	14	20	16	18	23	17	21	22	13	14	24	23	24	16	15	15	18	16	16	23	17	18	12	22	19	16	21	22	17	15
63	15	19	18	19	23	14	21	24	21	19	12	12	22	20	14	19	17	19	16	13	13	16	19	21	24	22	24	17	22	12
40	12	15	20	19	21	21	23	19	24	22	12	14	22	17	15	12	23	17	20	18	21	16	23	24	19	14	16	22	24	13
41	14	13	19	18	22	21	12	16	16	14	20	22	18	18	19	17	12	24	22	22	13	21	13	17	14	13	13	22	16	15
28	18	19	23	18	16	12	21	17	14	21	18	18	21	22	22	18	24	20	17	17	17	22	14	23	14	14	20	24	18	17
34	14	19	21	20	13	17	19	14	15	22	17	17	13	22	16	18	16	23	19	23	16	18	22	13	22	21	19	18	24	19
50	16	20	24	18	18	24	21	15	22	17	20	17	12	19	14	18	13	21	13	19	16	14	19	12	22	12	14	14	13	21
43	13	17	21	24	12	21	24	24	12	24	19	13	17	20	23	21	23	18	13	15	16	13	18	13	22	20	15	15	24	18
31	22	17	12	21	19	19	14	23	13	17	21	20	19	24	19	12	20	23	17	15	22	13	12	17	15	19	12	14	15	21
30	15	14	24	24	13	12	15	24	24	20	21	15	17	20	16	16	20	16	20	21	18	18	15	13	23	16	18	15	19	16
55	20	19	12	20	16	17	18	15	19	19	13	18	22	16	24	20	17	13	17	12	12	14	13	22	18	22	18	22	23	12
40	24	13	15	20	24	16	24	18	20	16	19	19	17	21	24	18	16	15	13	17	24	24	15	24	12	19	21	13	16	14
28	13	23	23	19	24	23	14	13	22	13	23	21	15	15	18	24	13	17	21	18	16	14	14	19	19	22	14	19	19	13
55	13	21	17	13	15	16	19	19	21	24	24	24	23	15	24	13	15	13	16	22	20	12	13	15	20	23	22	19	23	16
23	13	13	23	17	16	14	20	12	14	23	21	20	24	18	21	16	18	23	17	21	20	24	20	14	18	17	23	14	24	24
67	20	19	21	21	23	12	21	23	13	15	24	19	16	12	15	22	16	17	22	12	13	21	18	14	13	16	21	12	16	19
62	12	23	20	22	15	23	13	15	13	21	22	19	16	20	19	17	15	13	19	17	22	16	24	19	22	23	13	23	22	23
26	15	14	22	23	12	14	21	24	23	20	13	14	16	23	24	24	16	21	15	18	17	23	23	12	17	23	20	22	23	24
23	24	20	16	12	14	24	19	14	24	16	12	24	14	22	14	21	24	17	15	15	22	21	17	23	18	18	15	16	17	18
49	16	22	21	22	23	12	19	20	20	15	19	16	16	19	12	13	15	23	19	15	24	22	16	14	19	19	20	13	13	15
40	21	22	20	24	15	17	24	15	19	24	19	13	13	13	21	18	14	13	12	16	13	21	16	21	24	21	24	23	24	20
22	24	16	22	24	22	17	16	15	15	13	13	16	20	18	22	12	13	13	14	19	18	20	17	13	20	13	19	19	18	12
57	18	17	20	12	17	20	13	24	18	24	19	20	17	24	14	15	12	13	15	22	22	13	18	23	13	15	22	13	15	23
22	23	14	20	12	16	23	16	22	18	12	21	20	16	24	20	13	20	21	19	22	20	16	22	12	21	20	12	20	16	18
55	21	20	21	18	12	17	16	14	23	20	23	20	19	22	15	24	20	12	23	24	20	14	14	21	14	23	18	14	14	16
64	13	16	14	21	14	24	13	22	22	23	13	16	15	18	24	12	21	15	20	12	21	23	17	24	21	24	23	21	19	21
32	23	14	20	20	20	13	17	24	18	13	19	21	19	20	14	18	15	22	22	18	22	18	14	21	23	15	22	12	16	15
42	14	23	20	12	19	14	24	13	14	23	14	22	24	13	12	20	12	18	24	23	24	22	16	17	23	13	22	16	13	18
40	20	19	15	22	14	20	15	17	18	14	13	14	19	19	14	23	12	16	24	15	24	19	12	19	19	17	15	20	22	19
22	16	16	12	21	17	24	12	19	21	13	13	20	15	14	19	21	23	15	19	18	24	16	12	20	23	18	20	18	16	19
