Valor_otimo
163.0
Total_de_maquinas
10
Total_de_tarefas
30
Matriz_dos_custos_de_processamento_e_de_setup
29	23	19	23	19	23	20	12	15	16	17	15	22	19	12	18	24	13	18	23	23	20	12	17	20	13	18	21	16	22	14
38	22	16	24	20	17	22	13	12	21	17	23	21	21	13	15	20	21	18	18	14	16	15	15	12	15	17	23	22	22	17
39	13	12	22	24	22	15	21	22	22	19	14	15	19	22	21	16	13	14	22	16	16	22	12	19	21	23	14	12	21	23
27	14	13	14	12	16	16	19	23	18	20	12	12	19	21	16	14	12	15	23	14	14	21	23	19	16	17	12	17	17	15
34	14	19	20	17	19	12	23	12	14	19	14	22	24	12	24	21	24	22	23	16	19	18	19	17	22	24	22	12	22	17
41	17	22	24	15	21	16	22	20	13	20	23	15	17	15	14	23	17	18	12	24	20	12	20	14	15	24	24	18	22	17
44	18	17	18	20	16	21	15	21	19	17	22	21	17	17	16	24	22	12	24	20	19	19	19	19	14	23	14	15	14	22
53	23	23	24	12	19	15	19	13	17	23	14	13	23	24	17	18	20	14	22	12	12	21	17	21	14	22	23	12	13	18
67	21	12	12	20	19	23	13	13	20	13	24	20	16	18	18	16	18	17	14	18	17	12	17	23	22	24	24	15	12	23
35	17	23	19	19	19	22	24	15	22	23	19	13	18	20	18	24	16	18	13	15	21	12	19	13	22	24	18	17	21	19
34	15	12	16	15	24	19	17	20	19	15	17	12	23	18	18	23	21	22	19	21	24	15	12	15	16	24	12	20	20	13
21	20	16	16	14	16	18	20	21	12	13	15	14	17	22	17	24	23	14	21	17	20	12	18	13	23	17	23	12	23	24
57	16	22	13	20	15	14	14	17	22	24	14	16	13	17	15	15	14	12	17	24	19	12	19	23	21	19	24	16	22	21
68	14	13	12	16	15	20	13	12	18	20	19	20	24	20	16	17	15	20	22	18	16	17	16	18	12	17	16	12	15	18
23	13	21	13	15	21	15	15	17	16	21	15	13	22	23	16	24	23	24	22	13	22	13	21	15	24	16	22	21	12	18
57	15	19	12	12	15	13	19	17	20	14	19	17	16	18	21	16	22	12	23	12	15	16	19	15	17	15	22	14	20	23
51	24	12	16	19	17	23	12	12	24	17	20	22	20	13	22	13	20	23	23	16	19	12	23	22	13	20	21	17	23	16
40	19	19	18	15	23	16	22	20	15	12	16	20	17	13	12	14	18	21	21	23	24	23	15	15	18	15	20	14	16	14
41	17	20	19	16	18	23	17	22	20	22	16	19	24	21	21	13	13	16	22	15	15	18	12	16	21	12	17	13	19	15
68	13	24	17	18	16	12	19	23	19	14	24	20	13	24	13	23	18	12	15	13	18	12	14	17	21	23	12	15	24	17
40	23	12	17	12	19	15	21	18	17	22	12	23	17	19	17	23	15	16	16	19	16	23	12	19	19	18	24	17	24	13
22	22	24	19	16	23	13	15	12	19	17	24	12	19	20	15	17	23	23	24	12	15	23	21	14	23	23	23	14	14	22
47	17	15	21	21	14	18	12	18	14	12	20	20	14	23	15	18	20	13	20	19	17	15	24	12	15	12	21	18	20	23
43	23	14	18	13	14	15	14	17	24	17	12	15	20	19	17	16	24	18	21	23	20	23	13	12	12	19	14	20	22	13
40	18	14	24	13	17	12	20	23	24	15	15	24	14	16	22	20	12	15	14	18	22	22	23	17	18	21	17	20	15	22
22	20	19	15	14	22	18	13	21	13	18	17	12	17	14	22	19	22	18	14	15	24	22	24	21	17	14	15	24	19	20
66	13	16	15	19	18	19	16	18	16	21	15	13	20	16	23	13	21	17	23	12	12	12	15	21	20	23	22	22	21	15
64	12	17	15	16	13	16	12	21	18	21	15	23	22	15	23	23	14	18	19	23	13	23	21	20	17	16	20	19	21	18
33	14	12	16	22	21	19	20	23	12	20	23	21	20	12	21	16	24	23	18	17	22	18	14	13	13	20	23	19	15	17
26	14	22	15	20	14	24	13	14	15	12	14	18	16	19	24	19	20	14	20	18	14	19	13	17	12	12	22	19	13	18
